LIBOR_date,LIBOR_price,OIS_date,OIS_price,Oil_date,Oil_price,US_equity_index_date,US_equity_index,US10Y_date,US10Y_yield,USD_trade_weighted_date,USD_trade_weighted_index
9/18/2008,3.20375,7/16/2008,2.0375,10/6/2008,87.81,9/29/2008,1106.39,7/17/2008,3.9907,9/30/2008,83.32
9/19/2008,3.21,7/17/2008,2.04,10/7/2008,90.06,9/30/2008,1166.36,7/18/2008,4.0828,10/1/2008,84.26
9/22/2008,3.1975,7/18/2008,2.061,10/8/2008,88.95,10/1/2008,1161.06,7/21/2008,4.0416,10/2/2008,84.99
9/23/2008,3.21125,7/21/2008,2.0495,10/9/2008,86.59,10/2/2008,1114.28,7/22/2008,4.0987,10/3/2008,85.19
9/24/2008,3.47625,7/22/2008,2.062,10/10/2008,77.7,10/3/2008,1099.23,7/23/2008,4.1165,10/6/2008,86.29
9/25/2008,3.76875,7/23/2008,2.0755,10/13/2008,81.19,10/6/2008,1056.89,7/24/2008,3.9968,10/7/2008,86.77
9/26/2008,3.76188,7/24/2008,2.06,10/14/2008,78.63,10/7/2008,996.23,7/25/2008,4.0969,10/8/2008,87.9
9/29/2008,3.8825,7/25/2008,2.0685,10/15/2008,74.54,10/8/2008,984.94,7/28/2008,4.0008,10/9/2008,87.65
9/30/2008,4.0525,7/28/2008,2.052,10/16/2008,69.85,10/9/2008,909.92,7/29/2008,4.038,10/10/2008,88.79
10/1/2008,4.15,7/29/2008,2.074,10/17/2008,71.85,10/10/2008,899.22,7/30/2008,4.0439,10/14/2008,87.51
10/2/2008,4.2075,7/30/2008,2.0615,10/20/2008,74.25,10/13/2008,1003.35,7/31/2008,3.9462,10/15/2008,88.22
10/3/2008,4.33375,7/31/2008,2.0545,10/21/2008,70.89,10/14/2008,998.01,8/1/2008,3.9307,10/16/2008,89.5
10/6/2008,4.28875,8/1/2008,2.0645,10/22/2008,66.75,10/15/2008,907.84,8/4/2008,3.9619,10/17/2008,88.9
10/7/2008,4.32,8/4/2008,2.0555,10/23/2008,67.84,10/16/2008,946.43,8/5/2008,4.0167,10/20/2008,89.29
10/8/2008,4.52375,8/5/2008,2.0515,10/24/2008,64.15,10/17/2008,940.55,8/6/2008,4.0501,10/21/2008,90.11
10/9/2008,4.75,8/6/2008,2.0475,10/27/2008,63.22,10/20/2008,985.4,8/7/2008,3.92,10/22/2008,91.74
10/10/2008,4.81875,8/7/2008,2.0415,10/28/2008,62.73,10/21/2008,955.05,8/8/2008,3.9276,10/23/2008,91.74
10/13/2008,4.7525,8/8/2008,2.039,10/29/2008,67.5,10/22/2008,896.78,8/11/2008,3.9904,10/24/2008,91.7
10/14/2008,4.635,8/11/2008,2.0445,10/30/2008,65.96,10/23/2008,908.11,8/12/2008,3.8954,10/27/2008,92.38
10/15/2008,4.55,8/12/2008,2.0415,10/31/2008,67.81,10/24/2008,876.77,8/13/2008,3.9314,10/28/2008,92.68
10/16/2008,4.5025,8/13/2008,2.041,11/3/2008,63.91,10/27/2008,848.92,8/14/2008,3.886,10/29/2008,90.63
10/17/2008,4.41875,8/14/2008,2.036,11/4/2008,70.53,10/28/2008,940.51,8/15/2008,3.8349,10/30/2008,89.76
10/20/2008,4.05875,8/15/2008,2.0345,11/5/2008,65.3,10/29/2008,930.09,8/18/2008,3.8104,10/31/2008,90.12
10/21/2008,3.83375,8/18/2008,2.0325,11/6/2008,60.77,10/30/2008,954.09,8/19/2008,3.8292,11/3/2008,89.86
10/22/2008,3.54125,8/19/2008,2.031,11/7/2008,61.04,10/31/2008,968.75,8/20/2008,3.8009,11/4/2008,88.74
10/23/2008,3.535,8/20/2008,2.03,11/10/2008,62.41,11/3/2008,966.3,8/21/2008,3.8291,11/5/2008,88.74
10/24/2008,3.51625,8/21/2008,2.034,11/11/2008,59.33,11/4/2008,1005.75,8/22/2008,3.8704,11/6/2008,90.06
10/27/2008,3.5075,8/22/2008,2.0435,11/12/2008,56.16,11/5/2008,952.77,8/25/2008,3.7837,11/7/2008,89.9
10/28/2008,3.465,8/25/2008,2.0335,11/13/2008,58.24,11/6/2008,904.88,8/26/2008,3.7743,11/10/2008,90.05
10/29/2008,3.42,8/26/2008,2.0305,11/14/2008,57.04,11/7/2008,930.99,8/27/2008,3.763,11/12/2008,91.17
10/30/2008,3.1925,8/27/2008,2.0395,11/17/2008,54.95,11/10/2008,919.21,8/28/2008,3.7779,11/13/2008,91.69
10/31/2008,3.02625,8/28/2008,2.038,11/18/2008,54.39,11/11/2008,898.95,8/29/2008,3.8116,11/14/2008,91.2
11/3/2008,2.85875,8/29/2008,2.0285,11/19/2008,53.62,11/12/2008,852.3,9/1/2008,3.8115,11/17/2008,91.21
11/4/2008,2.70625,9/1/2008,2.0305,11/20/2008,49.62,11/13/2008,911.29,9/2/2008,3.7326,11/18/2008,91.55
11/5/2008,2.50625,9/2/2008,2.0255,11/21/2008,49.93,11/14/2008,873.29,9/3/2008,3.699,11/19/2008,91.81
11/6/2008,2.3875,9/3/2008,2.0175,11/24/2008,54.5,11/17/2008,850.75,9/4/2008,3.6227,11/20/2008,93.04
11/7/2008,2.29,9/4/2008,2.0275,11/25/2008,50.77,11/18/2008,859.12,9/5/2008,3.6986,11/21/2008,93.43
11/10/2008,2.235,9/5/2008,2.008,11/26/2008,54.44,11/19/2008,806.58,9/8/2008,3.6743,11/24/2008,91.66
11/11/2008,2.175,9/8/2008,2.0055,11/28/2008,54.43,11/20/2008,752.44,9/9/2008,3.5668,11/25/2008,90.88
11/12/2008,2.1325,9/9/2008,1.99,12/1/2008,49.28,11/21/2008,800.03,9/10/2008,3.6295,11/26/2008,91.33
11/13/2008,2.14875,9/10/2008,1.9715,12/2/2008,46.96,11/24/2008,851.81,9/11/2008,3.6425,11/28/2008,91.66
11/14/2008,2.23625,9/11/2008,1.978,12/3/2008,46.79,11/25/2008,857.39,9/12/2008,3.7187,12/1/2008,91.81
11/17/2008,2.23875,9/12/2008,1.953,12/4/2008,43.67,11/26/2008,887.68,9/15/2008,3.3868,12/2/2008,91.7
11/18/2008,2.2175,9/15/2008,1.7625,12/5/2008,40.81,11/28/2008,896.24,9/16/2008,3.4357,12/3/2008,92.11
11/19/2008,2.1725,9/16/2008,1.863,12/8/2008,43.71,12/1/2008,816.21,9/17/2008,3.4137,12/4/2008,91.74
11/20/2008,2.15313,9/17/2008,1.739,12/9/2008,42.07,12/2/2008,848.81,9/18/2008,3.5437,12/5/2008,92.83
11/21/2008,2.1575,9/18/2008,1.816,12/10/2008,43.52,12/3/2008,870.74,9/19/2008,3.8105,12/8/2008,91.37
11/24/2008,2.16875,9/19/2008,1.935,12/11/2008,47.98,12/4/2008,845.22,9/22/2008,3.8351,12/9/2008,91.37
11/25/2008,2.19625,9/22/2008,1.907,12/12/2008,46.28,12/5/2008,876.07,9/23/2008,3.7991,12/10/2008,91.04
11/26/2008,2.18125,9/23/2008,1.846,12/15/2008,44.51,12/8/2008,909.7,9/24/2008,3.8104,12/11/2008,89.43
11/27/2008,2.2025,9/24/2008,1.811,12/16/2008,43.6,12/9/2008,888.67,9/25/2008,3.854,12/12/2008,90.1
11/28/2008,2.21688,9/25/2008,1.803,12/17/2008,40.06,12/10/2008,899.24,9/26/2008,3.852,12/15/2008,89.05
12/1/2008,2.22,9/26/2008,1.686,12/18/2008,36.22,12/11/2008,873.59,9/29/2008,3.5776,12/16/2008,88.4
12/2/2008,2.21,9/29/2008,1.5605,12/19/2008,33.87,12/12/2008,879.73,9/30/2008,3.8234,12/17/2008,86.72
12/3/2008,2.20125,9/30/2008,1.7335,12/22/2008,39.91,12/15/2008,868.57,10/1/2008,3.7382,12/18/2008,86.99
12/4/2008,2.1925,10/1/2008,1.6395,12/23/2008,38.98,12/16/2008,913.18,10/2/2008,3.6276,12/19/2008,88
12/5/2008,2.18563,10/2/2008,1.505,12/24/2008,35.35,12/17/2008,904.42,10/3/2008,3.6031,12/22/2008,88.06
12/8/2008,2.18938,10/3/2008,1.4465,12/26/2008,37.71,12/18/2008,885.28,10/6/2008,3.4532,12/23/2008,88.29
12/9/2008,2.16375,10/6/2008,1.4105,12/29/2008,40.02,12/19/2008,887.88,10/7/2008,3.5028,12/24/2008,88.23
12/10/2008,2.09875,10/7/2008,1.432,12/30/2008,39.03,12/22/2008,871.63,10/8/2008,3.6401,12/26/2008,88.17
12/11/2008,1.99625,10/8/2008,1.2765,12/31/2008,44.6,12/23/2008,863.16,10/9/2008,3.785,12/29/2008,87.8
12/12/2008,1.92125,10/9/2008,1.208,1/2/2009,46.34,12/24/2008,868.15,10/10/2008,3.8705,12/30/2008,88.3
12/15/2008,1.87125,10/10/2008,1.1745,1/5/2009,48.81,12/26/2008,872.8,10/13/2008,3.978,12/31/2008,88.63
12/16/2008,1.8475,10/13/2008,1.216,1/6/2009,48.58,12/29/2008,869.42,10/14/2008,4.0772,1/2/2009,88.65
12/17/2008,1.5775,10/14/2008,1.19,1/7/2009,42.63,12/30/2008,890.64,10/15/2008,3.9453,1/5/2009,89.02
12/18/2008,1.525,10/15/2008,1.097,1/8/2009,41.7,12/31/2008,903.25,10/16/2008,3.9569,1/6/2009,88.94
12/19/2008,1.4975,10/16/2008,1.1075,1/9/2009,40.83,1/2/2009,931.8,10/17/2008,3.9299,1/7/2009,88.26
12/22/2008,1.46625,10/17/2008,1.119,1/12/2009,37.59,1/5/2009,927.45,10/20/2008,3.8416,1/8/2009,88.34
12/23/2008,1.46625,10/20/2008,1.1555,1/13/2009,37.78,1/6/2009,934.7,10/21/2008,3.7388,1/9/2009,88.72
12/24/2008,1.4675,10/21/2008,1.053,1/14/2009,37.28,1/7/2009,906.65,10/22/2008,3.594,1/12/2009,89.29
12/29/2008,1.45875,10/22/2008,1.007,1/15/2009,35.4,1/8/2009,909.73,10/23/2008,3.6745,1/13/2009,90.02
12/30/2008,1.435,10/23/2008,0.9915,1/16/2009,36.51,1/9/2009,890.35,10/24/2008,3.6856,1/14/2009,93.31
12/31/2008,1.425,10/24/2008,0.908,1/20/2009,38.74,1/12/2009,870.26,10/27/2008,3.6874,1/15/2009,91.12
1/2/2009,1.4125,10/27/2008,0.8815,1/21/2009,43.55,1/13/2009,871.79,10/28/2008,3.8336,1/16/2009,90.48
1/5/2009,1.42125,10/28/2008,0.8485,1/22/2009,43.67,1/14/2009,842.62,10/29/2008,3.8546,1/20/2009,91.32
1/6/2009,1.41125,10/29/2008,0.7785,1/23/2009,46.47,1/15/2009,843.74,10/30/2008,3.9645,1/21/2009,91.39
1/7/2009,1.3975,10/30/2008,0.6505,1/26/2009,45.73,1/16/2009,850.12,10/31/2008,3.953,1/22/2009,91.21
1/8/2009,1.35375,10/31/2008,0.639,1/27/2009,41.58,1/20/2009,805.22,11/3/2008,3.9141,1/23/2009,91.39
1/9/2009,1.26,11/3/2008,0.631,1/28/2009,42.16,1/21/2009,840.24,11/4/2008,3.7247,1/26/2009,90.36
1/12/2009,1.16,11/4/2008,0.579,1/29/2009,41.44,1/22/2009,827.5,11/5/2008,3.7019,1/27/2009,90.67
1/13/2009,1.09438,11/5/2008,0.5815,1/30/2009,41.68,1/23/2009,831.95,11/6/2008,3.6886,1/28/2009,90.17
1/14/2009,1.0825,11/6/2008,0.5545,2/2/2009,40.08,1/26/2009,836.57,11/7/2008,3.7929,1/29/2009,90.9
1/15/2009,1.08563,11/7/2008,0.532,2/3/2009,40.78,1/27/2009,845.71,11/10/2008,3.7432,1/30/2009,91.53
1/16/2009,1.1425,11/10/2008,0.495,2/4/2009,40.32,1/28/2009,874.09,11/11/2008,3.7432,2/2/2009,91.81
1/19/2009,1.1325,11/11/2008,0.458,2/5/2009,41.17,1/29/2009,845.14,11/12/2008,3.6466,2/3/2009,91.25
1/20/2009,1.1225,11/12/2008,0.4735,2/6/2009,40.17,1/30/2009,825.88,11/13/2008,3.8525,2/4/2009,91.25
1/21/2009,1.125,11/13/2008,0.5505,2/9/2009,39.56,2/2/2009,825.44,11/14/2008,3.7349,2/5/2009,91.35
1/22/2009,1.15938,11/14/2008,0.5045,2/10/2009,37.55,2/3/2009,838.51,11/17/2008,3.6484,2/6/2009,91.43
1/23/2009,1.16938,11/17/2008,0.4835,2/11/2009,35.94,2/4/2009,832.23,11/18/2008,3.5293,2/9/2009,90.68
1/26/2009,1.18375,11/18/2008,0.4575,2/12/2009,33.98,2/5/2009,845.85,11/19/2008,3.3205,2/10/2009,91.31
1/27/2009,1.18438,11/19/2008,0.452,2/13/2009,37.51,2/6/2009,868.6,11/20/2008,3.0131,2/11/2009,91.82
1/28/2009,1.17438,11/20/2008,0.4085,2/17/2009,34.93,2/9/2009,869.89,11/21/2008,3.1974,2/12/2009,92.1
1/29/2009,1.17,11/21/2008,0.4585,2/18/2009,34.62,2/10/2009,827.16,11/24/2008,3.3236,2/13/2009,91.98
1/30/2009,1.18438,11/24/2008,0.485,2/19/2009,39.48,2/11/2009,833.74,11/25/2008,3.1078,2/17/2009,93.31
2/2/2009,1.225,11/25/2008,0.4195,2/20/2009,38.94,2/12/2009,835.19,11/26/2008,2.9784,2/18/2009,93.66
2/3/2009,1.23375,11/26/2008,0.409,2/23/2009,38.44,2/13/2009,826.84,11/27/2008,2.9778,2/19/2009,93.44
2/4/2009,1.23563,11/27/2008,0.4195,2/24/2009,39.96,2/17/2009,789.17,11/28/2008,2.92,2/20/2009,93.57
2/5/2009,1.24125,11/28/2008,0.435,2/25/2009,42.5,2/18/2009,788.42,12/1/2008,2.7309,2/23/2009,93.49
2/6/2009,1.24125,12/1/2008,0.392,2/26/2009,45.22,2/19/2009,778.94,12/2/2008,2.6724,2/24/2009,93.87
2/9/2009,1.22813,12/2/2008,0.3675,2/27/2009,44.76,2/20/2009,770.05,12/3/2008,2.6585,2/25/2009,94.27
2/10/2009,1.22188,12/3/2008,0.3505,3/2/2009,40.15,2/23/2009,743.33,12/4/2008,2.5513,2/26/2009,94.29
2/11/2009,1.23125,12/4/2008,0.321,3/3/2009,41.65,2/24/2009,773.14,12/5/2008,2.7037,2/27/2009,94.9
2/12/2009,1.23438,12/5/2008,0.284,3/4/2009,45.38,2/25/2009,764.9,12/8/2008,2.7378,3/2/2009,95.79
2/13/2009,1.2375,12/8/2008,0.2925,3/5/2009,43.61,2/26/2009,752.83,12/9/2008,2.6399,3/3/2009,95.88
2/16/2009,1.24563,12/9/2008,0.247,3/6/2009,45.52,2/27/2009,735.09,12/10/2008,2.6824,3/4/2009,95.54
2/17/2009,1.24563,12/10/2008,0.2555,3/9/2009,47.07,3/2/2009,700.82,12/11/2008,2.6019,3/5/2009,95.82
2/18/2009,1.25125,12/11/2008,0.262,3/10/2009,45.71,3/3/2009,696.33,12/12/2008,2.5705,3/6/2009,95.25
2/19/2009,1.25063,12/12/2008,0.301,3/11/2009,42.33,3/4/2009,712.87,12/15/2008,2.5127,3/9/2009,96.03
2/20/2009,1.24875,12/15/2008,0.3305,3/12/2009,47.03,3/5/2009,682.55,12/16/2008,2.2558,3/10/2009,95.12
2/23/2009,1.24875,12/16/2008,0.17,3/13/2009,46.25,3/6/2009,683.38,12/17/2008,2.1915,3/11/2009,94.79
2/24/2009,1.25,12/17/2008,0.196,3/16/2009,47.35,3/9/2009,676.53,12/18/2008,2.0788,3/12/2009,94.82
2/25/2009,1.25625,12/18/2008,0.1905,3/17/2009,49.16,3/10/2009,719.6,12/19/2008,2.1231,3/13/2009,94.04
2/26/2009,1.26125,12/19/2008,0.206,3/18/2009,48.14,3/11/2009,721.36,12/22/2008,2.17,3/16/2009,93.31
2/27/2009,1.26438,12/22/2008,0.2075,3/19/2009,51.61,3/12/2009,750.74,12/23/2008,2.1729,3/17/2009,93.3
3/2/2009,1.26625,12/23/2008,0.2225,3/20/2009,51.06,3/13/2009,756.55,12/24/2008,2.182,3/18/2009,93.02
3/3/2009,1.27125,12/24/2008,0.205,3/23/2009,53.8,3/16/2009,753.89,12/25/2008,2.1809,3/19/2009,90.38
3/4/2009,1.27663,12/25/2008,0.205,3/24/2009,53.98,3/17/2009,778.12,12/26/2008,2.1318,3/20/2009,91.2
3/5/2009,1.28375,12/26/2008,0.223,3/25/2009,52.77,3/18/2009,794.35,12/29/2008,2.0989,3/23/2009,91.35
3/6/2009,1.2925,12/29/2008,0.183,3/26/2009,54.34,3/19/2009,784.04,12/30/2008,2.053,3/24/2009,91.32
3/9/2009,1.3125,12/30/2008,0.18,3/27/2009,52.38,3/20/2009,768.54,12/31/2008,2.2123,3/25/2009,91.21
3/10/2009,1.33125,12/31/2008,0.2135,3/30/2009,48.41,3/23/2009,822.92,1/1/2009,2.2123,3/26/2009,91.35
3/11/2009,1.32594,1/1/2009,0.178,3/31/2009,49.66,3/24/2009,806.12,1/2/2009,2.3688,3/27/2009,91.96
3/12/2009,1.32,1/2/2009,0.188,4/1/2009,48.39,3/25/2009,813.88,1/5/2009,2.4812,3/30/2009,92.73
3/13/2009,1.31563,1/5/2009,0.195,4/2/2009,52.64,3/26/2009,832.86,1/6/2009,2.4454,3/31/2009,92.47
3/16/2009,1.30875,1/6/2009,0.178,4/3/2009,52.51,3/27/2009,815.94,1/7/2009,2.4942,4/1/2009,92.25
3/17/2009,1.29938,1/7/2009,0.186,4/6/2009,51.05,3/30/2009,787.53,1/8/2009,2.4398,4/3/2009,91.03
3/18/2009,1.2875,1/8/2009,0.1865,4/7/2009,49.15,3/31/2009,797.87,1/9/2009,2.39,4/6/2009,91.32
3/19/2009,1.22688,1/9/2009,0.1825,4/8/2009,49.38,4/1/2009,811.08,1/12/2009,2.3044,4/7/2009,91.39
3/20/2009,1.22281,1/12/2009,0.175,4/9/2009,52.24,4/2/2009,834.38,1/13/2009,2.2924,4/8/2009,91.22
3/23/2009,1.22219,1/13/2009,0.173,4/13/2009,50.05,4/3/2009,842.5,1/14/2009,2.1993,4/9/2009,91.15
3/24/2009,1.22625,1/14/2009,0.173,4/14/2009,49.41,4/6/2009,835.48,1/15/2009,2.2055,4/10/2009,91.12
3/25/2009,1.2275,1/15/2009,0.1925,4/15/2009,49.25,4/7/2009,815.55,1/16/2009,2.3187,4/13/2009,90.55
3/26/2009,1.23188,1/16/2009,0.189,4/16/2009,49.98,4/8/2009,825.16,1/19/2009,2.3184,4/14/2009,90.27
3/27/2009,1.22,1/19/2009,0.186,4/17/2009,50.33,4/9/2009,856.56,1/20/2009,2.3771,4/15/2009,90.52
3/30/2009,1.2075,1/20/2009,0.1905,4/20/2009,45.88,4/13/2009,858.73,1/21/2009,2.536,4/16/2009,90.42
3/31/2009,1.19188,1/21/2009,0.2,4/21/2009,46.51,4/14/2009,841.5,1/22/2009,2.5922,4/17/2009,90.9
4/1/2009,1.17688,1/22/2009,0.224,4/22/2009,48.85,4/15/2009,852.06,1/23/2009,2.6172,4/20/2009,91.55
4/2/2009,1.16594,1/23/2009,0.2545,4/23/2009,49.62,4/16/2009,865.3,1/26/2009,2.6411,4/21/2009,91.29
4/3/2009,1.16094,1/26/2009,0.242,4/24/2009,51.55,4/17/2009,869.6,1/27/2009,2.5274,4/22/2009,91.25
4/6/2009,1.15688,1/27/2009,0.226,4/27/2009,50.14,4/20/2009,832.39,1/28/2009,2.6665,4/23/2009,91.13
4/7/2009,1.14938,1/28/2009,0.2245,4/28/2009,49.92,4/21/2009,850.08,1/29/2009,2.8586,4/24/2009,90.22
4/8/2009,1.13875,1/29/2009,0.2325,4/29/2009,50.97,4/22/2009,843.55,1/30/2009,2.8403,4/27/2009,90.8
4/9/2009,1.13125,1/30/2009,0.266,4/30/2009,51.12,4/23/2009,851.92,2/2/2009,2.7226,4/28/2009,91.33
4/14/2009,1.12188,2/2/2009,0.25,5/1/2009,53.2,4/24/2009,866.23,2/3/2009,2.884,4/29/2009,90.22
4/15/2009,1.1125,2/3/2009,0.2465,5/4/2009,54.47,4/27/2009,857.51,2/4/2009,2.9353,4/30/2009,90.43
4/16/2009,1.10688,2/4/2009,0.261,5/5/2009,53.84,4/28/2009,855.16,2/5/2009,2.912,5/1/2009,90.4
4/17/2009,1.10188,2/5/2009,0.2655,5/6/2009,56.34,4/29/2009,873.64,2/6/2009,2.9917,5/4/2009,89.38
4/20/2009,1.10063,2/6/2009,0.2575,5/7/2009,56.71,4/30/2009,872.81,2/9/2009,2.9844,5/5/2009,89.29
4/21/2009,1.1,2/9/2009,0.2705,5/8/2009,58.63,5/1/2009,877.52,2/10/2009,2.8136,5/6/2009,89.34
4/22/2009,1.09938,2/10/2009,0.2615,5/11/2009,58.5,5/4/2009,907.24,2/11/2009,2.7537,5/7/2009,89.08
4/23/2009,1.09188,2/11/2009,0.267,5/12/2009,58.85,5/5/2009,903.8,2/12/2009,2.7824,5/8/2009,88.66
4/24/2009,1.0725,2/12/2009,0.2655,5/13/2009,58.02,5/6/2009,919.53,2/13/2009,2.8894,5/11/2009,88.25
4/27/2009,1.05375,2/13/2009,0.268,5/14/2009,58.62,5/7/2009,907.39,2/16/2009,2.8895,5/12/2009,88.3
4/28/2009,1.03938,2/16/2009,0.268,5/15/2009,56.34,5/8/2009,929.23,2/17/2009,2.6479,5/13/2009,88.32
4/29/2009,1.0275,2/17/2009,0.268,5/18/2009,59.03,5/11/2009,909.24,2/18/2009,2.7554,5/14/2009,88.44
4/30/2009,1.01625,2/18/2009,0.264,5/19/2009,59.65,5/12/2009,908.35,2/19/2009,2.8531,5/15/2009,88.36
5/1/2009,1.00688,2/19/2009,0.24,5/20/2009,62.04,5/13/2009,883.92,2/20/2009,2.7879,5/18/2009,88.37
5/5/2009,0.98625,2/20/2009,0.229,5/21/2009,61.05,5/14/2009,893.07,2/23/2009,2.7536,5/19/2009,87.79
5/6/2009,0.97375,2/23/2009,0.236,5/22/2009,61.67,5/15/2009,882.88,2/24/2009,2.7951,5/20/2009,87.11
5/7/2009,0.95625,2/24/2009,0.2375,5/26/2009,62.45,5/18/2009,909.71,2/25/2009,2.9263,5/21/2009,87.14
5/8/2009,0.9375,2/25/2009,0.2425,5/27/2009,63.45,5/19/2009,908.13,2/26/2009,2.9908,5/22/2009,86.49
5/11/2009,0.92,2/26/2009,0.247,5/28/2009,65.08,5/20/2009,903.47,2/27/2009,3.0131,5/26/2009,86.58
5/12/2009,0.90563,2/27/2009,0.2475,5/29/2009,66.31,5/21/2009,888.33,3/2/2009,2.8624,5/27/2009,86.56
5/13/2009,0.88313,3/2/2009,0.247,6/1/2009,68.58,5/22/2009,887,3/3/2009,2.8771,5/28/2009,86.9
5/14/2009,0.85438,3/3/2009,0.2555,6/2/2009,68.55,5/26/2009,910.33,3/4/2009,2.9745,5/29/2009,86.03
5/15/2009,0.82563,3/4/2009,0.253,6/3/2009,66.12,5/27/2009,893.06,3/5/2009,2.8115,6/1/2009,85.76
5/18/2009,0.785,3/5/2009,0.246,6/4/2009,68.81,5/28/2009,906.83,3/6/2009,2.8717,6/2/2009,85.54
5/19/2009,0.7525,3/6/2009,0.264,6/5/2009,68.44,5/29/2009,919.14,3/9/2009,2.8589,6/3/2009,86
5/20/2009,0.71625,3/9/2009,0.262,6/8/2009,68.09,6/1/2009,942.87,3/10/2009,3.0044,6/4/2009,86.24
5/21/2009,0.66125,3/10/2009,0.259,6/9/2009,70.01,6/2/2009,944.74,3/11/2009,2.9048,6/5/2009,87.08
5/22/2009,0.66,3/11/2009,0.262,6/10/2009,71.33,6/3/2009,931.76,3/12/2009,2.8535,6/8/2009,87.64
5/26/2009,0.66375,3/12/2009,0.248,6/11/2009,72.68,6/4/2009,942.46,3/13/2009,2.8902,6/9/2009,86.86
5/27/2009,0.67375,3/13/2009,0.238,6/12/2009,72.04,6/5/2009,940.09,3/16/2009,2.9529,6/10/2009,87.25
5/28/2009,0.6675,3/16/2009,0.232,6/15/2009,70.62,6/8/2009,939.14,3/17/2009,3.0066,6/11/2009,86.63
5/29/2009,0.65625,3/17/2009,0.231,6/16/2009,70.47,6/9/2009,942.43,3/18/2009,2.533,6/12/2009,87
6/1/2009,0.65,3/18/2009,0.22,6/17/2009,71.03,6/10/2009,939.15,3/19/2009,2.6023,6/15/2009,87.86
6/2/2009,0.64625,3/19/2009,0.23,6/18/2009,71.37,6/11/2009,944.89,3/20/2009,2.6344,6/16/2009,87.45
6/3/2009,0.63688,3/20/2009,0.219,6/19/2009,69.55,6/12/2009,946.21,3/23/2009,2.6523,6/17/2009,87.46
6/4/2009,0.62938,3/23/2009,0.232,6/22/2009,66.93,6/15/2009,923.72,3/24/2009,2.701,6/18/2009,87.07
6/5/2009,0.6325,3/24/2009,0.239,6/23/2009,69.24,6/16/2009,911.97,3/25/2009,2.7844,6/19/2009,87.03
6/8/2009,0.65,3/25/2009,0.239,6/24/2009,68.67,6/17/2009,910.71,3/26/2009,2.7389,6/22/2009,87.7
6/9/2009,0.6475,3/26/2009,0.232,6/25/2009,70.23,6/18/2009,918.37,3/27/2009,2.7571,6/23/2009,87.32
6/10/2009,0.63875,3/27/2009,0.242,6/26/2009,69.16,6/19/2009,921.23,3/30/2009,2.7117,6/24/2009,87.08
6/11/2009,0.62938,3/30/2009,0.229,6/29/2009,71.49,6/22/2009,893.04,3/31/2009,2.6629,6/25/2009,87.6
6/12/2009,0.62438,3/31/2009,0.218,6/30/2009,69.89,6/23/2009,895.1,4/1/2009,2.6539,6/26/2009,87.1
6/15/2009,0.61438,4/1/2009,0.222,7/1/2009,69.31,6/24/2009,900.94,4/2/2009,2.7662,6/29/2009,87.2
6/16/2009,0.61313,4/2/2009,0.222,7/2/2009,66.73,6/25/2009,920.26,4/3/2009,2.8853,6/30/2009,87.35
6/17/2009,0.61,4/3/2009,0.218,7/6/2009,64.05,6/26/2009,918.9,4/6/2009,2.9223,7/1/2009,86.7
6/18/2009,0.60875,4/6/2009,0.218,7/7/2009,62.93,6/29/2009,927.23,4/7/2009,2.8965,7/2/2009,87.3
6/19/2009,0.61188,4/7/2009,0.2055,7/8/2009,60.14,6/30/2009,919.32,4/8/2009,2.8559,7/6/2009,87.4
6/22/2009,0.61,4/8/2009,0.207,7/9/2009,60.41,7/1/2009,923.33,4/9/2009,2.9207,7/7/2009,87.48
6/23/2009,0.6075,4/9/2009,0.2,7/10/2009,59.89,7/2/2009,896.42,4/10/2009,2.9226,7/8/2009,87.57
6/24/2009,0.60438,4/10/2009,0.202,7/13/2009,59.69,7/6/2009,898.72,4/13/2009,2.8579,7/9/2009,87.24
6/25/2009,0.60125,4/13/2009,0.1905,7/14/2009,59.52,7/7/2009,881.03,4/14/2009,2.7845,7/10/2009,87.59
6/26/2009,0.5975,4/14/2009,0.192,7/15/2009,61.54,7/8/2009,879.56,4/15/2009,2.7644,7/13/2009,87.57
6/29/2009,0.59688,4/15/2009,0.192,7/16/2009,62.02,7/9/2009,882.68,4/16/2009,2.8303,7/14/2009,87.24
6/30/2009,0.595,4/16/2009,0.192,7/17/2009,63.56,7/10/2009,879.13,4/17/2009,2.9451,7/15/2009,86.63
7/1/2009,0.5875,4/17/2009,0.196,7/20/2009,63.98,7/13/2009,901.05,4/20/2009,2.8359,7/16/2009,86.49
7/2/2009,0.5775,4/20/2009,0.198,7/21/2009,64.72,7/14/2009,905.84,4/21/2009,2.8969,7/17/2009,86.35
7/3/2009,0.55875,4/21/2009,0.196,7/22/2009,65.4,7/15/2009,932.68,4/22/2009,2.9397,7/20/2009,85.99
7/6/2009,0.54813,4/22/2009,0.2015,7/23/2009,67.16,7/16/2009,940.74,4/23/2009,2.9193,7/21/2009,85.86
7/7/2009,0.5375,4/23/2009,0.202,7/24/2009,68.05,7/17/2009,940.38,4/24/2009,2.9903,7/22/2009,85.68
7/8/2009,0.525,4/24/2009,0.198,7/27/2009,68.38,7/20/2009,951.13,4/27/2009,2.9083,7/23/2009,85.47
7/9/2009,0.51,4/27/2009,0.194,7/28/2009,67.23,7/21/2009,954.58,4/28/2009,3.0073,7/24/2009,85.61
